English,Hebrew
soothe ,לְהַרְגִיעַ
gazette ,עִתוֹן רֵשׁמִי
unhappiness ,אוּמלָלוּת
bertram ,ברטרם
continuity ,הֶמשֵׁכִיוּת
pauly ,-
packaging ,אריזה
suns ,suns
sheba ,שיבא
enmity ,אֵיבָה
mansfield ,מנספילד
scorn ,לַעַג
staple ,מִצרָך
sitcom ,קומדיית מצבים
commie ,סיאטר
toasted ,קלוי
coyotes ,coosotes
vary ,לְהִשְׁתַנוֹת
singin ,סינגין
decorator ,מְעַצֵב
laird ,בַּעַל אֲחוּזָה
liner ,אֳנִיָה
eggplant ,חציל
alliances ,בריתות
huts ,בקתות
appealed ,ערעור
molecule ,מולדולה
mossad ,המוסד
petite ,קָטָן
synagogue ,בית כנסת
palestinians ,פלסטינים
quilt ,שמיכה
gynecologist ,רופא נשים
stutter ,לְגַמגֵם
warhead ,רֹאשׁ חֵץ
articulate ,articulate
space-time ,זמן חופשי
giulio ,ג'וליו
nudge ,דְחִיפָה
os ,-
jumong ,ג 'ונונג
mordecai ,מרדכי
bombshell ,פְּצָצָה
monaco ,מוֹנוֹקוֹ
brooding ,דְגִירָה
vertebrae ,חוליות
therapeutic ,רְפוּאִי
booker ,סוכן
coordination ,תֵאוּם
atf ,ה - ATF
mathematician ,מתמטיקאי
smeared ,מָרוּחַ
mizuki ,mizuki
uncontrollable ,בלתי נשלט
stampede ,לְשְׁעוֹט
giselle ,giselle
amor ,Amor
prospective ,לְעַתִיד
limestone ,אֶבֶן גִיר
conduit ,תְעָלָה
kabul ,קאבול
modern-day ,מודרני-יום
dipper ,עַיִשׁ
willoughby ,ווילובבי
avenger ,נוֹקֵם
orbits ,ORBITS
sentry ,זָקִיף
scrapes ,משפשף
mishap ,תַקָלָה
lyric ,לִירִיקָה
disapprove ,לא לאשר
intimidation ,הַפחָדָה
doubling ,כְּפִילָה
impending ,מְמַשׁמֵשׁ וּבָא
sachin ,סאצ'ין
shootin ,תירוץ
shrinks ,מתכווץ
themes ,ערכות נושא
shamed ,מָצוּק
indications ,אינדיקציות
senora ,סניורה
crumb ,פֵּרוּר
limitless ,ללא גבולות
ahmad ,אחמד
tiberius ,טבריה
caveman ,איש מערות
bonny ,בוני
faintest ,קלוש
hawkes ,הוקס
grandeur ,פְּאֵר
deke ,דֶקֶר
prasad ,prasad
showering ,מקלחת
dildo ,דִילדוֹ
executions ,הוצאות להורג
corroborate ,לְאַמֵת
contingency ,טוּרוּת
suri ,סורי
avenged ,נדהם
defenders ,מגנים
translates ,מתרגם
mila ,מילה
primo ,תפרימו
bestow ,לְהַעֲנִיק
combinations ,שילובים
godforsaken ,godforsaken
pedestal ,אדן
stout ,סטָאוּט
glaciers ,קרחונים
mahal ,מאהל
moby ,מובי
valentino ,ולנטינו
dishonor ,חֶרפָּה
otter ,לוּטרָה
eminent ,דָגוּל
supernova ,supernova
weir ,סֶכֶר
java ,ג 'אווה
s ,ס '
seasick ,הָמוֹן
populations ,אוכלוסיות
flips ,תלות
mooing ,גְעִיָה
mani ,מאני
cabins ,בקתות
pang ,כְּאֵב פִּתאוֹמִי
presumptuous ,יָהִיר
subversive ,חַתרָנִי
tokugawa ,טוקוגאווה
elastic ,אֵלַסטִי
libya ,לוב
single-handedly ,בודד
pristine ,טהור
width ,רוֹחַב
sweats ,מזיע
accomplishments ,הישגים
remainder ,היתרה
resides ,מתגוררים
impaired ,פגום
yellowstone ,ילוסטון
retreated ,נסוג
lateral ,צְדָדִי
remembrance ,זֵכֶר
smelt ,להתיך
biased ,מְשׁוּחָד
strangulation ,חֶנֶק
prying ,סַקרָנִי
nt ,nt.
hermes ,הרמס
two-way ,דו-כיווני
sphinx ,ספִינקס
self-defence ,הגנה עצמית
internally ,כְּלַפֵּי פְּנִים
rhoda ,רודה
fisk ,פיסק
sympathies ,אהדה
nickels ,ניקל
galloping ,הַדהָרָה
lamar ,lamar
dara ,דארה
never-ending ,שלא נגמר
downloading ,הורדה
douchebag ,פוץ
lotto ,לוֹטוֹ
danvers ,danvers
rephrase ,לנסח מחדש
casablanca ,קזבלנקה
ventilator ,מְאַוְרֵר
kraut ,קארוט
sanitation ,תַבְרוּאָה
ekg ,ekg
diseased ,נָגוּעַ
eskimo ,אֶסְקִימוֹ
confessor ,תוהה
aladdin ,אלדין
rutledge ,rutledge.
ruddy ,אֲדַמדַם
brodie ,ברודי
flashback ,פלֶאשׁבֵּק
caged ,כלוא
imperfect ,לֹא מוּשׁלָם
routines ,שגרות
reconnect ,חבר מחדש
plymouth ,פלימות '
quantico ,קואנטו
sanctioned ,אישר
vulnerability ,פגיעות
rearrange ,לסדר מחדש
synced ,סינגסן
citadel ,מְצוּדָה
guillermo ,גוילרמו
nibble ,לכרסם
forcibly ,בְּכֹחַ
world-famous ,מפורסם בעולם
insinuating ,רמז
malignant ,מַמְאִיר
enslaved ,מְשׁוּעֲבָּד
canister ,קוּפסָה
intersect ,לְהִצְטָלֵב
zeros ,אפסים
undefeated ,undeepated
gunned ,רץ
candlelight ,נרלייט
clancy ,קלאנסי
big-ass ,גדול התחת
mythbusters ,Mythbusters
meng ,מנג
salesmen ,אנשי מכירות
britta ,בריטה
daisies ,חינניות
maxie ,מקסי
thad ,thad
hairdo ,תִסרוֹקֶת
oblivious ,מִתעַלֵם
yoda ,יודה
criticizing ,מבקר
truffle ,כְּמֵהָה
vie ,לְהִתְחַרוֹת
crisps ,ציוץ
strangling ,חונק
petit ,פטיט
shootout ,-
abduct ,לַחטוֹף
cloning ,שיבוט
ranked ,מדורגת
dazzle ,לְסַמֵא
stork ,חֲסִידָה
coronary ,כְּלִילִי
jive ,jive
mathieu ,מתיאו
lard ,שׁוּמָן
shedding ,נְשִׁירָה
massages ,עיסויים
o-okay ,o- בסדר
th-that ,th-
poaching ,צוֹק
immaculate ,לְלֹא רְבָב
hefty ,חָסוֹן
stocked ,מצויד
buddhism ,בודהיזם
monologue ,מוֹנוֹלוֹג
mehmet ,מחמט
satanic ,שְׂטָנִי
linear ,ליניארי
swami ,סוואמי
blackmailer ,סַחטָן
bora ,בורה
endorse ,לְאַשֵׁר
enid ,אאיד
kimmie ,קימי
liege ,ליאז '
looky ,חפשו
subsequent ,לאחר מכן
madden ,לְשַׁגֵעַ
c.t. ,c.t.
snip ,לִגזוֹר
hernia ,בֶּקַע
philosophers ,פילוסופים
rapists ,אנסיסטים
recommending ,המליצו
highways ,כבישים
bloodline ,בדם
septic ,רָקוּב
categories ,קטגוריות
graces ,גרסנים
hammers ,פטישים
yeast ,שמרים
mueller ,mueller
cummings ,cummings.
avocado ,אבוקדו
logically ,מבחינה לוגית
oaf ,גוֹלֶם
corbett ,corbett.
prompt ,מיידי
alonzo ,אלונזו
mushy ,רַגְשָׁנִי
shinji ,שינג'י
ei ,ei
campsite ,חֶניוֹן לַילָה
eels ,צלעות
oh- ,ללא שם:
safeguard ,לְהַגֵן
bling ,הַפלָגָה
farted ,פארד
auf ,AUF
flex ,לְהַגמִישׁ
fruitcake ,פירות
danes ,דנים
fulton ,פולטון
heiress ,יוֹרֶשֶׁת
amaar ,amaar
beets ,סלק
izzie ,איזי
racetrack ,מַסלוּל הַמִרוּצִים
ganesh ,גאנש
escorts ,ליווי
leaps ,מזנק
rajesh ,rajesh
parson ,כּוֹמֶר
gazing ,הִסתַכְּלוּת
pap ,רֶסֶק
imprint ,חוֹתָם
jigsaw ,פאזל
coven ,coven.
palin ,פיילין
ach ,א '
discourage ,לדכא
recycle ,לְמַחְזֵר
constantinople ,קונסטנטינופול
sheesh ,sheesh
appalled ,מזועזע
lisbeth ,lisbeth.
unlawful ,לֹא חוּקִי
birthplace ,מְקוֹם לֵידָה
wank ,וואנק
thriller ,מוֹתְחָן
hepatitis ,דַלֶקֶת הַכָּבֵד
clutches ,clutches.
yves ,איב
publicist ,פּוּבּלִיצִיסט
briscoe ,בריסקו
d.n.a. ,d.n.a.
insistent ,עקשן
hires ,שומרת
tentacles ,tentacles
archangel ,ארכנגל
schiller ,שילר
submerged ,שָׁקוּעַ
brianna ,בריאנה
manuela ,manuela
rd ,מחקר ופיתוח
intoxicating ,מְשַׁכֵּר
crock ,חֶרֶס
hither ,הִנֵה
cliche ,קְלִישֵׁה
castor ,בִּיבָר
forty-five ,ארבעים וחמש
anastasia ,אנסטסיה
timeless ,נִצחִי
enquiries ,פניות
occurrence ,הִתרַחֲשׁוּת
pilates ,פילאטיס
hypocritical ,צבועה
ah-ah ,אה אה
sharper ,חדה
healy ,הילי
manufacturers ,יצרנים
governed ,נשלט
proteins ,חלבונים
resurrected ,לתחם מחדש
hearst ,hearst.
cushions ,כריות
psychiatrists ,פסיכיאטרים
halves ,חֲצָאִים
menopause ,הַפסָקַת וֶסֶת
butchers ,קצבים
preserving ,מִשׁמֶרֶת
environments ,סביבות
ponytail ,קוקו
all-out ,הכל יצא
louse ,כּוֹלִיָה
dilated ,מתורגם
garbled ,מְסוּלָף
prognosis ,פּרוֹגנוֹזָה
neutron ,נֵיטרוֹן
airtight ,אטום אטום
yo-yo ,יו יו
jazzy ,jazzy
ufos ,ufos
compounds ,תרכובות
blazes ,blazes
bulgarian ,בולגרית
lebeau ,ליבו
coney ,conyey
a.d. ,מוֹדָעָה.
bulgaria ,בולגריה
armageddon ,ארמגדדון
contributing ,תורם
sinbad ,סינבאד
inauguration ,חֲנוּכָּה
slicing ,פִּלוּחַ
restraints ,איפוק
accents ,מבטאים
frederic ,פרדריק
cavern ,מְעָרָה
kremlin ,קרמלין
warship ,אוֹבֵא
olly ,אוללי
militant ,לוֹחְמָנִי
objectives ,מטרות
newscaster ,קריין
verne ,verne
calculator ,מַחשְׁבוֹן
nicknames ,כינויים
kiddie ,סודי
replay ,שידור חוזר
tibetan ,טיבטי
daycare ,מעון יום
abuses ,התעללות
zee ,זי
righto ,ייקו
programmes ,תוכניות
yung ,יונג
snout ,חוֹטֶם
rein ,לְרַסֵן
dwarfs ,גמד
mono ,מוֹנוֹ
darned ,darned
embryo ,עוּבָּר
frosting ,ציפוי
obituary ,הוֹדָעָה עַל פְּטִירָה
tickled ,דָגוּל
truffles ,truffles
susceptible ,רָגִישׁ
all- ,את כל-
heaps ,הָמוֹן
tingling ,tingling
canvass ,canvass
brits ,בריטים
cherokee ,צ'ירוקי
tov ,טוב
twenties ,שנות העשרים
neanderthals ,ניאנדרטלים
perk ,הֲטָבָה
pebbles ,חלוקי נחל
braid ,לִקְלוֹעַ
something- ,משהו-
fleece ,צֶמֶר
sensory ,חוּשִׁי
chirp ,צִיוּץ
assaults ,תקיפות
pheasant ,פַּסיוֹן
variables ,משתנים
mas ,א '
moping ,מופרים
docked ,מעוגן
websites ,אתרי אינטרנט
bj ,ב J
popeye ,פופאי
minefield ,שדה מוקשים
sp ,sp
histories ,היסטוריה
distrust ,חוסר אמון
yapping ,יאפקט
vigil ,עֵרוּת
problematic ,בעייתי
conventions ,מוסכמות
mi-nam ,mi-nam
smitten ,הָלוּם
craps ,craps
invoke ,לעורר
unconventional ,לא קונבנציונליות
ralphie ,ralphie
barnett ,barnette
rundown ,rundown.
oily ,שַמנוּנִי
giacomo ,ג 'אקומו
coordinated ,מְתוּאָם
prejudiced ,מְשׁוּחָד
scrambling ,מתרסקת
seams ,תפרים
googled ,googled
eyelashes ,ריסים
frannie ,פראני
arose ,arose.
corky ,corky
discard ,להשליך
purchasing ,רכישה
ignacio ,איגנסיו
hijack ,לַחטוֹף
yam ,יאם
masquerade ,נֶשֶׁף מַסֵכוֹת
logging ,הוֹבָלָה
arises ,עולה
dempsey ,דמפסי
michiko ,מיכיקו
settlements ,הסדרים
fetching ,מַקסִים
goebbels ,גבלס
eagerly ,בשקיקה
wring ,לִסְחוֹט
orbital ,אֲרוּבַּתִי
janeway ,ג 'ינס
maggot ,תוֹלַעַת
umbrellas ,מטריות
nationality ,לאום
cheddar ,צֶ'דֶר
mana ,מאנה
keel ,שִׁדְרִית
meryl ,מריל
alignment ,יישור
heterosexual ,הטרוסקסואלית
fats ,שומנים
narrows ,צמצום
heinz ,היינץ
eatin ,אכול
irritate ,לְגָרוֹת
emissary ,שָׁלִיחַ
taunting ,taunting
hangman ,איש תלוי
bjorn ,bjorn
cunts ,cunts
comma ,פסיק
whimsical ,גַחְמָנִי
format ,פוּרמָט
peachy ,סְלִיחָה
godspeed ,גודספיד
sony ,סוני
hitman ,רוצח שכיר
bleeping ,bleeping
demonstrating ,הוכחה
jove ,יוּפִּיטֶר
overflowing ,בֵּרוֹץ
tully ,tully
censorship ,צֶנזוּרָה
hispanic ,היספני
rizzo ,rizzo
bestowed ,הוענק
shuddering ,צְמַרמוֹרֶת
are ,הם
artagnan ,ארטגנן
fitch ,פיץ '
pathological ,- פתולוגולוגי
silhouette ,צְלָלִית
seema ,נראה ש
mccann ,מק'קאן
obsessing ,אובססיבי
sugars ,סוּכָּר
bachelorette ,רווקה
bonaparte ,bonaparta
impartial ,אוֹבּיֶקְטִיבִי
metabolism ,חילוף חומרים
astronomical ,אסטרונומי
newcomers ,עולים חדשים
tabloid ,טַבלִית
vanquish ,לְנַצֵחַ
zorro ,זורו
willa ,ווילה
slurps ,הולם
preschool ,גן
remake ,מַהֲדוּרָה מְחוּדֶשֶׁת
heresy ,כְּפִירָה
homeboy ,הוטיבוי
ag ,Ag.
ravishing ,ראייה
finesse ,עֲדִינוּת
tick-tock ,טיק טוק
minimize ,לְצַמְצֵם
gen. ,gen.
boca ,בוקה
woodrow ,וודרו
nigh ,קָרוֹב
nil ,אֶפֶס
astronomer ,אַסטרוֹנוֹם
selective ,סֶלֶקטִיבִי
choo ,choo
arraignment ,arraignment
crawley ,crawley
superpowers ,כוחות על
springer ,ספייסטר
impenetrable ,אָטוּם
underdog ,לנדוג
gossiping ,רכש
jig ,לְנַעֲנֵעַ
poached ,חָלוּט
sculpt ,לְפַסֵל
hokkaido ,הוקקאידו
daniela ,דניאלה
equator ,אֶקְוָטוֹר
sexier ,סקסייר
incorporate ,"בע""מ"
cath ,קאת
shivers ,צְמַרמוֹרֶת
vinyl ,ויניל
long-range ,טווח ארוך
accumulated ,צָבוּר
malpractice ,הַזנָחָה פּוֹשַׁעַת
ascend ,לַעֲלוֹת
ecosystem ,אקולוגית
vs ,לעומת
forefathers ,אָבוֹת קַדמוֹנִים
grit ,חצץ
etienne ,אטיין
emilie ,אמילי
soles ,הים
determines ,קובע
nylon ,ניילון
blob ,כֶּתֶם
snug ,צָמוּד
gladiators ,גלדיטורים
valentin ,ולנטין
collaborate ,לשתף פעולה
clothed ,לָבוּשׁ
uproar ,הֲמוּלָה
avail ,לְהוֹעִיל
gentry ,מְיוּחָסִים
defied ,התנגדו
stef ,סָרֶשֶׁת
parkinson ,פרקינסון
prune ,לִגזוֹם
hem ,מַכְפֶּלֶת
krusty ,קרוסי
ellison ,אליסון
ning ,נינג
hide-and-seek ,מחבואים
lawfully ,כדורי
fairfax ,פיירפקס
tumors ,גידולים
hots ,hots
cade ,צוֹפֶה
ver ,ver
mimic ,לְחַקוֹת
nacho ,nacho
gordo ,גוֹרדוֹ
thoughtless ,חֲסַר מַחֲשָׁבָה
shitload ,shitload.
thrice ,שָׁלוֹשׁ פַּעֲמִים
schoolboy ,תלמיד
dusting ,נִעוּר
ori ,אורי
tabloids ,toboids
mermaids ,בתולות ים
residual ,שְׂרִידִי
sancho ,סאנצ'ו
striped ,מְפוּספָּס
dod ,דוד
blisters ,clisters
aftermath ,לאחר מכן
stems ,גבעולים
inhaler ,מַשׁאֵף
cos ,חַסַת עָלִים
reinforce ,לתגבר
qualifies ,מתאים
lube ,לובס
provoking ,provking
continuum ,confertum
guan ,גואן
uma ,אומה
observant ,שׁוֹמֵר מִצווֹת
peng ,-
peppermint ,מִנתָה
fused ,מְסוּגסָג
csu ,csu
neanderthal ,neanderthal
dukes ,dukes
b.j. ,ב J.
pierrot ,פיירטר
measurement ,מדידה
prima ,הָמוֹן
sergey ,סרגיי
of ,שֶׁל
authenticity ,אוֹתֶנְטִיוּת
swagger ,יְהִירוּת
soundtrack ,פסקול
taipei ,טאיפיי
forman ,לגבר
strut ,יָתֵד
ensemble ,מִכלוֹל
duval ,דואבל
tantrum ,הִתפָּרְצוּת זַעַם
motivate ,לְהַנִיעַ
annihilate ,לְהַשְׁמִיד
signore ,חולם
disrupted ,שיבשו
divorcing ,גֵט
medics ,-
confided ,מודה
beale ,bele
brandi ,ברנדי
wreath ,זֵר
maui ,מאווי
up. ,לְמַעלָה.
bale ,חֲבִילָה
clergy ,כּמוּרָה
aida ,אאידה
bieber ,ביבר
retaliate ,לִנְקוֹם
genome ,גנום
vacancy ,חֶדֶר פָּנוּי
why ,למה
tranquilizer ,סַם הַרגָעָה
diligence ,חָרִיצוּת
loops ,לולאות
neela ,ניאנה
impertinent ,חָצוּף
hwan ,hwan
advancement ,הִתקַדְמוּת
armpit ,בית שחי
districts ,מחוזות
cavalier ,אַבִּיר
specializes ,מתמחה
chong ,צ 'ונג
combing ,סְרִיקָה
self-control ,שליטה עצמית
mascara ,מַסקָרָה
massa ,מאצ'ה
revised ,מתוקן
compulsion ,כּוֹרַח
bran ,סוּבִּין
buoy ,מָצוֹף
criticized ,ביקר
adversity ,מְצוּקָה
beneficiary ,מוּטָב
punjabi ,פונג'אבי
openings ,פתיחה
arne ,ארנה
graphics ,גרָפִיקָה
huntsmen ,צ 'ינגמן
ozone ,אוֹזוֹן
interpreted ,פירשתי
incomprehensible ,לא מובן
kaoru ,קאורו
lenient ,וַתְרָן
perky ,שׁוֹבָב וְעַלִיז
herod ,herod
unavoidable ,בלתי נמנע
retract ,לָסֶגֶת
flowed ,זרם זרמו
k ,ק '
compression ,דְחִיסָה
doña ,doña
demolish ,לַהֲרוֹס
prodigal ,predigal
generously ,בְּעַיִן יָפָה
anonymously ,אנונימי
peabody ,פיבודי
crocker ,קרוקר
amid ,בְּתוֹך
youths ,נוער
dispense ,לְחַלֵק
roe ,בֵּיצֵי דָגִים
telepathy ,טֶלֶפַּתִיָה
occupational ,מִקצוֹעִי
osgood ,OSGOOD
roxie ,רוקסי
loudspeaker ,רַמקוֹל
mm. ,"מ""מ."
torched ,צולם
stardate ,סָתוּם
yawn ,לְפַהֵק
hyena ,צָבוּעַ
reiko ,רייקו
